,N06421F
N06351L,0.01541568312250829
N06411H,0.02692830009821148
N06421A,0.0
N06421D,0.025109804369150387
N06421E,0.002104345877936086
N06421F,0.0
N06421G,0.00908178210714229
N06431Y,0.024016431938000064
N31111S,0.007235081621772904
N31111U,0.0
N31111W,0.005191978222500141
