,N06411H
N06351L,0.0055687306544693
N06411H,0.0
N06421A,0.006600031158535411
N06421D,0.025796413031545
N06421E,0.009452908283316065
N06421F,0.03433525212536798
N06421G,0.018204832533734963
N06431Y,0.028057724391779795
N31111S,0.012607824783774707
N31111U,0.007839799615554118
N31111W,0.01675889341296213
