,N06431Y
N06351L,0.028312175336979717
N06411H,0.038881861814109284
N06421A,0.0
N06421D,0.04955442347853842
N06421E,0.011234956353875305
N06421F,0.039129131617037974
N06421G,0.030170978838417767
N06431Y,0.0
N31111S,0.010004709090165202
N31111U,0.0
N31111W,0.020993200723430302
