,N31111S
N06351L,0.02366010515049109
N06411H,0.025954036008611788
N06421A,0.0
N06421D,0.015480803772959855
N06421E,0.04191007187981027
N06421F,0.017343490539351233
N06421G,0.021539644478104334
N06431Y,0.016597244320769606
N31111S,0.0
N31111U,0.0
N31111W,0.04919507761397257
