,N31111U
N06351L,0.05701725414787105
N06411H,0.06025832417548619
N06421A,0.022100313039439757
N06421D,0.036634723453732164
N06421E,0.0
N06421F,0.0
N06421G,0.03831816087792682
N06431Y,0.0
N31111S,0.0
N31111U,0.0
N31111W,0.025861821196800097
