,N06421G
N06351L,0.04914428885898916
N06411H,0.05039114264471677
N06421A,0.008754590806958763
N06421D,0.014226726379992453
N06421E,0.017495174408816323
N06421F,0.028616950544653616
N06421G,0.0
N06431Y,0.018151182843776793
N31111S,0.026572248874853183
N31111U,0.01560298220243164
N31111W,0.01766964434609776
