,cd
M_0038_0037,0.013188657356438503
M_0037_0038,0.007467245096160761
M_0037_0779_0039_U,0.025091195490803315
M_0191_0038,0.014568313189082551
M_0038_0191,0.04381747613881202
M_0039_0038,0.037135793102415285
M_0191_0852,0.030714846342081926
M_0852_0191,0.013270548719116917
M_0308_0011,0.019970221706416526
M_0011_0308,0.037082600340877035
M_0821_0190,0.02913195965354911
M_0323_0032,0.003204929551132448
M_0821_0159,0.008042398501439266
M_0032_0323,0.018680358641274628
M_0015_0159,0.01781261638089705
M_0108_0478_0479,0.0
