,N06421G
N06351L,0.0616422198900724
N06411H,0.06144535538942582
N06421A,0.009688447423182391
N06421D,0.013359364246478024
N06421E,0.028898222551302994
N06421F,0.03504920133685024
N06421G,0.0
N06431Y,0.027614050937474502
N31111S,0.04343637831196013
N31111U,0.011756263904481281
N31111W,0.023193807183176773
