,N06421F
N06351L,0.01913347281829626
N06411H,0.027660248859139765
N06421A,0.0
N06421D,0.0172778928357794
N06421E,0.0008093705085605183
N06421F,0.0
N06421G,0.00873305775531722
N06431Y,0.02877243531357476
N31111S,0.007011192539820854
N31111U,0.0
N31111W,0.002277874575318825
