,N31111W
N06351L,0.029791824075905204
N06411H,0.030820692766560968
N06421A,0.0011506734099428707
N06421D,0.007248288031426511
N06421E,0.0
N06421F,0.020106788539153327
N06421G,0.028435112730148954
N06431Y,0.02397119565323114
N31111S,0.03938928916887967
N31111U,0.009491814233306637
N31111W,0.0
