,N06421D
N06351L,0.0071982391539016696
N06411H,0.009371868252639188
N06421A,0.004405448093555154
N06421D,0.0
N06421E,0.002022672854051623
N06421F,0.02805047412280937
N06421G,0.004390999709882802
N06431Y,0.02073906737721677
N31111S,0.0030365300710260006
N31111U,0.00014827360609981049
N31111W,0.0029924535653427847
