,N06351L
N06351L,0.0
N06411H,0.08946186494463577
N06421A,0.0
N06421D,0.018747177149205724
N06421E,0.02155226310576531
N06421F,0.030517516028433098
N06421G,0.02159162319495856
N06431Y,0.039835160857607355
N31111S,0.016760813443139025
N31111U,0.0
N31111W,0.014775572313676526
