,N06421E
N06351L,0.04371259147560695
N06411H,0.0435593920317841
N06421A,0.004488489825976369
N06421D,0.01597688105675168
N06421E,0.0
N06421F,0.018513526607858537
N06421G,0.046608645223306065
N06431Y,0.027111246951597546
N31111S,0.06293217703004411
N31111U,0.014123473427865525
N31111W,0.04223078449101135
