,N06431Y
N06351L,0.023328671174740963
N06411H,0.03251996962746585
N06421A,0.0
N06421D,0.03180472338917246
N06421E,0.008554740009537418
N06421F,0.04066986273008822
N06421G,0.023847873221339584
N06431Y,0.0
N31111S,0.00849239788642487
N31111U,0.0
N31111W,0.013571534748397713
