,N29131B
N06691U,0.02949826243100449
N06731X,0.0
N06731Y,0.04682029924445753
N26151X,0.029739238004245265
N29121G,0.034642410054118895
N29131B,0.0
N29131C,0.023436084986656735
N29141A,0.029396098587106474
N29142H,0.07598832659770702
N29131F,0.0
