,N06731Y
N06691U,0.02054238613487332
N06731X,0.008646668061554811
N06731Y,0.0
N26151X,0.010506999198822685
N29121G,0.020231226336625663
N29131B,0.024076945770951718
N29131C,0.008833555880113935
N29141A,0.01311938171820498
N29142H,0.06041292590610179
N29131F,0.0
