,N26151X
N06691U,0.028429010009862785
N06731X,0.05644096403496208
N06731Y,0.03365225023570621
N26151X,0.0
N29121G,0.03990360104161362
N29131B,0.0651378847547006
N29131C,0.047431589343530825
N29141A,0.04569807260495644
N29142H,0.05511871719281734
N29131F,0.023473751171766602
