,N29121G
N06691U,0.027438981699520387
N06731X,0.049952061603230964
N06731Y,0.035051006580691726
N26151X,0.020648041731419986
N29121G,0.0
N29131B,0.10569367763590712
N29131C,0.0357942044810459
N29141A,0.03768190135783194
N29142H,0.09985706546373296
N29131F,0.0
