,N06731X
N06691U,0.0455651749093988
N06731X,0.0
N06731Y,0.04787153182210483
N26151X,0.10200271100753341
N29121G,0.10477337482427362
N29131B,0.09963742453586148
N29131C,0.07027711204925169
N29141A,0.10822064927960434
N29142H,0.07948122057347021
N29131F,0.04333763404928615
