,N06691U
N06691U,0.0
N06731X,0.01572264101383626
N06731Y,0.10579905949495966
N26151X,0.026948715613026024
N29121G,0.02498183138594807
N29131B,0.04138981381117502
N29131C,0.027027037575148155
N29141A,0.02285538146128632
N29142H,0.07574985512629484
N29131F,0.024015863865598643
