M_0039_0038
364.79999
387.59998
304.79999
279.59998
376.79999
291.59998
368.40002
328.79999
466.80002
324.0
339.59998
272.40002
231.59999
264.0
355.20001
248.40001
264.0
255.59999
232.79999
250.79999
177.60001
327.59998
223.20001
192.0
284.40002
241.20001
183.60001
180.0
156.0
132.0
259.20001
132.0
123.60001
156.0
168.0
168.0
164.39999
176.39999
187.20001
109.2
164.39999
159.60001
188.39999
152.39999
92.399994
180.0
84.0
192.0
188.39999
108.0
135.60001
140.39999
216.0
220.79999
212.40001
108.0
338.40002
201.59999
128.39999
104.39999
87.600006
176.39999
192.0
132.0
204.0
156.0
255.59999
271.20001
217.20001
307.20001
264.0
183.60001
295.20001
391.19998
416.40002
583.19995
552.0
842.39996
724.80005
552.0
620.40002
330.0
465.59998
550.80005
351.59998
624.0
487.19998
579.59998
637.19995
739.19995
718.80005
904.80005
752.40002
1014.0
890.39996
830.39996
836.39996
831.60004
1030.8
884.39996
945.60004
1218.0
1212.0
1196.3999
1550.3999
1465.2
1581.6001
1347.6001
1292.3999
1296.0
1120.8
1228.8
1243.2
1437.6001
1218.0
1426.8
1471.2
1456.8
1420.8
1324.8
1032.0
1176.0
1390.8
1624.7999
1587.6001
1587.6001
1596.0
1596.0
1476.0
1376.3999
1536.0
1503.6001
1687.2001
1201.2
1502.3999
1312.8
1394.3999
1431.6001
1396.8
1550.3999
1350.0
1462.8
1306.8
1489.2
1460.3999
1416.0
1420.8
1186.8
1810.7999
1645.2001
1296.0
1528.8
1245.6001
1183.2
1267.2
1257.6001
1558.7999
1304.3999
1359.6001
1304.3999
1646.3999
1512.0
1543.2001
1672.7999
1728.0
1444.8
1512.0
1688.3999
1693.2001
1395.6001
1542.0
1468.8
1357.2
1554.0
1510.8
1401.6001
1383.6001
1542.0
1387.2
1153.2
1323.6001
1440.0
1495.2
1221.6001
1434.0
1389.6001
1296.0
1222.8
1213.2
1208.3999
1346.3999
1284.0
1190.3999
1138.8
1368.0
1244.3999
1075.2
1076.3999
1330.8
1201.2
1150.8
1233.6001
1210.8
1254.0
1443.6001
1172.3999
1354.8
1164.0
1579.2001
1278.0
1502.3999
1376.3999
1644.0
1544.3999
1405.2
1311.6001
1287.6001
1570.7999
1676.3999
1554.0
1687.2001
1522.8
1448.3999
1530.0
1281.6001
1299.6001
1396.8
1419.6001
1219.2
1134.0
1080.0
1424.3999
964.80005
1138.8
932.39996
996.0
1118.3999
1064.3999
1268.3999
1280.3999
1148.3999
1212.0
1011.6
1242.0
1020.0
952.80005
832.80005
938.39996
928.80005
988.80005
733.19995
763.19995
692.40002
823.19995
741.59998
663.59998
643.19995
672.0
496.80002
452.40002
753.59998
745.19995
536.40002
424.80002
686.40002
572.40002
708.0
571.19995
543.59998
636.0
408.0
576.0
720.0
615.59998
669.59998
492.0
524.40002
559.19995
560.40002
396.0
468.0
481.19998
408.0
444.0
612.0
603.59998
486.0
339.59998
480.0
380.40002
220.79999
430.80002
312.0
552.0
356.40002
296.40002
343.20001
332.40002
192.0
434.40002
373.20001
284.40002
435.59998
244.79999
315.59998
232.79999
300.0
231.59999
212.40001
224.40001
231.59999
168.0
176.39999
252.0
280.79999
192.0
252.0
133.20001
166.79999
181.20001
216.0
240.0
255.59999
188.39999
284.40002
139.20001
248.40001
