,cd
M_0852_0191,0.14203988475316154
M_0191_0852,0.09101497578387213
M_0191_0038,0.08474243418433086
M_0038_0191,0.16147984221179879
M_0037_0779_0039_U,0.0
M_0037_0038,0.18358836216259597
M_0821_0190,0.05898402224157224
M_0038_0037,0.13536533772044484
M_0821_0159,0.14925096044695355
M_0308_0011,0.06705923033036215
M_0011_0308,0.06232967406552744
M_0015_0159,0.1069853664606262
M_0039_0038,0.050248698046056015
M_0323_0032,0.008463715832390521
M_0032_0323,0.08320253939625573
M_0108_0478_0479,0.029905109135828885
