,cd
M_0038_0191,0.19441795334109618
M_0191_0038,0.19800595912918345
M_0191_0852,0.21598730410201217
M_0852_0191,0.26076924856299416
M_0037_0779_0039_U,0.13845295646836067
M_0037_0038,0.24212320837296433
M_0038_0037,0.1115664564265563
M_0821_0190,0.138658572921309
M_0308_0011,0.09569825082390392
M_0011_0308,0.1369169013099767
M_0821_0159,0.22311659077842558
M_0039_0038,0.12147532130171092
M_0015_0159,0.13164906026256185
M_0323_0032,0.002392067152421059
M_0032_0323,0.0
M_0108_0478_0479,0.09067256518855883
