,cd
M_0038_0037,0.06966934465269484
M_0037_0038,0.19715655498267473
M_0037_0779_0039_U,0.08194369632817655
M_0191_0038,0.15386650419769052
M_0038_0191,0.15909493291461824
M_0039_0038,0.16505088745419727
M_0191_0852,0.10789555056412206
M_0852_0191,0.15549828703019708
M_0308_0011,0.12295671046778506
M_0011_0308,0.1731187251288241
M_0821_0190,0.17004442071094428
M_0323_0032,0.007475351216944656
M_0821_0159,0.13475086396665392
M_0032_0323,0.15088877724298252
M_0015_0159,0.12548627395087736
M_0108_0478_0479,0.0
