,cd
M_0852_0191,0.05259042536636034
M_0191_0852,0.024942841070730172
M_0191_0038,0.013307894203057936
M_0038_0191,0.05460495628903607
M_0037_0779_0039_U,0.0
M_0037_0038,0.06362944591898752
M_0821_0190,0.012438038273753192
M_0038_0037,0.06474266222949233
M_0821_0159,0.05008995447764321
M_0308_0011,0.023361044612693376
M_0011_0308,0.013234453606049305
M_0015_0159,0.0397902408768916
M_0039_0038,0.011009273326649657
M_0323_0032,0.006286999378927044
M_0032_0323,0.023199836971778798
M_0108_0478_0479,0.00802578606671003
