,cd
M_0038_0037,0.031038113531360857
M_0037_0038,0.08881480021666412
M_0037_0779_0039_U,0.040742167245174196
M_0191_0038,0.04166784725104783
M_0038_0191,0.06775544040685051
M_0039_0038,0.07045991950995839
M_0191_0852,0.042848890679722584
M_0852_0191,0.05876423976743001
M_0308_0011,0.041782682714075606
M_0011_0308,0.054642644285549526
M_0821_0190,0.060207001448135046
M_0323_0032,0.0026438021141553577
M_0821_0159,0.07219484445587653
M_0032_0323,0.0616802426464486
M_0015_0159,0.05783112054434364
M_0108_0478_0479,0.0
