,N06691U,N06731X,N06731Y,N26151X,N29121G,N29131B,N29131C,N29141A,N29142H,N29131F
0,0.0,0.04222400785501605,0.0,0.03117434559691785,0.0,0.0,0.026191045144147707,0.0,0.0,0.0
1,0.024015863865598643,0.04333763404928615,0.0,0.023473751171766602,0.0,0.0,0.0,0.011866029854357137,0.0,0.0
2,0.01668330893510778,0.03842914863963639,0.021369996880795637,0.01866720600143648,0.0,0.0,0.0,0.007522979283660043,0.0,0.0
3,0.01546272369051832,0.0366525534463576,0.020691164993936376,0.015878324064022176,0.0,0.0,0.0,0.0064129718224493724,0.0,0.0
4,0.0151179151457278,0.0354508082297823,0.019595961959599974,0.018952561995855672,0.0,0.0,0.0,0.006798323965517975,0.0,0.0
5,0.018653713853847974,0.04320566053840213,0.025848697339042877,0.019543789737648185,0.0,0.0,0.0,0.006800371857834317,0.0,0.0
6,0.019839804782161755,0.04428139948349201,0.027590872986325427,0.01921402819591539,0.0,0.0,0.0,0.006764993169283793,0.0,0.0
7,0.02334899568542352,0.04811640660020537,0.02817908926406276,0.020401977182113302,0.0,0.0,0.013621276578115796,0.007342352084010981,0.0,0.0
8,0.028571454911532252,0.049091093539432355,0.034503325523786016,0.021224764609618425,0.0,0.0,0.016165768606691125,0.008128243362271647,0.0,0.0
9,0.028666526714921415,0.0516206720615533,0.035360086189791765,0.02140140984834764,0.0,0.0,0.01648319955290194,0.008485566321635135,0.0,0.0
10,0.028552011567650557,0.05179252924952789,0.03590472987432429,0.024140241319994083,0.0,0.0,0.016424467700186643,0.009325764935118339,0.0,0.0
11,0.02843597427364296,0.052001504161991036,0.0367753461128884,0.02426985517291869,0.0,0.0,0.022418551016777546,0.009508753731169172,0.0,0.0
