,N06691U,N06731X,N06731Y,N26151X,N29121G,N29131B,N29131C,N29141A,N29142H,N29131F
0,0.02228203124508034,0.0,0.01113557407422339,0.06728694166071171,0.09068037352271442,0.02663154760217604,0.07256122888568789,0.06867396066490522,0.014269625823940606,0.021202046312015194
1,0.01572264101383626,0.0,0.008646668061554811,0.05644096403496208,0.049952061603230964,0.0,0.061185240194760585,0.054823943927460775,0.012858445151759972,0.029301354816653725
2,0.008509144273422307,0.0,0.005012325217240061,0.04316226035737791,0.024672767042551832,0.0,0.039814909483477774,0.03963942571005629,0.010922136460197506,0.02055046756186123
3,0.007835723448515857,0.0,0.0041900609856318554,0.03994459056483458,0.021929550864784788,0.0,0.028107761216295882,0.03678912127141522,0.009808024134133127,0.017614343722602364
4,0.0063699089439945055,0.0,0.0035458994631169904,0.03929689791283858,0.018966168586570988,0.0,0.022125613125705653,0.035994547269786785,0.008699271557469097,0.012574687741521576
5,0.008785330431081323,0.0,0.005193367087386886,0.04016788759416051,0.015415589390627708,0.0,0.020169008925725096,0.03662795648725337,0.008289878605900823,0.011740345744836438
6,0.01219970087494373,0.0,0.009901431675982815,0.03986879397096599,0.0161678864774068,0.0,0.021401056572373685,0.03651428074017877,0.008025808111174133,0.012256424080869776
7,0.015999145855126764,0.0,0.010434296750373944,0.04051327033291836,0.017993146476860858,0.0,0.02135554920518634,0.03888646391077706,0.00868301583718373,0.013344713194789578
8,0.01600908448178675,0.0,0.015353245329088796,0.0,0.017589210100142173,0.0,0.019623221276170687,0.03918374223208832,0.010797427598961417,0.016483173027441275
9,0.01830832431967937,0.0,0.016472741063925316,0.0,0.01897368778314943,0.0,0.0205571076749501,0.039730212811042005,0.012603470126017178,0.017716826047648408
10,0.01886449552017691,0.0,0.016753941856716862,0.0,0.019308910725005693,0.0,0.023908648364128853,0.039920902281049324,0.012673220110284694,0.017053222684590447
11,0.02109594244641269,0.0,0.018060838736608784,0.0,0.022731829670371774,0.0,0.03155406782295009,0.04103720761004099,0.014558015097366431,0.016833788665730185
