,N06691U,N06731X,N06731Y,N26151X,N29121G,N29131B,N29131C,N29141A,N29142H,N29131F
0,0.08930064492033328,0.10902261905765015,0.06977284423695136,0.06843507169465467,0.12953729234802025,0.08806318428806212,0.10581356343061567,0.05486665926372273,0.0,0.04506004503000585
1,0.07574985512629484,0.07948122057347021,0.06041292590610179,0.05511871719281734,0.09985706546373296,0.07598832659770702,0.08547216825721828,0.04605487088991496,0.0,0.050221462092162064
2,0.061779005800473526,0.058353790626521906,0.05021741891760131,0.058948680336468655,0.07718841785951162,0.0635277900673833,0.06499747567680626,0.048304485876791585,0.0,0.03018455547739635
3,0.059109651932050346,0.04695045868824117,0.05118260803886231,0.05517076398511648,0.08021050079694685,0.06538219617528125,0.05413719636140756,0.04530130567221381,0.0,0.02437078853165626
4,0.059835704881829675,0.04623258028431331,0.055597280842536234,0.054963509691397135,0.07942093339078268,0.06484514974970428,0.04790474899484939,0.0458839273885771,0.0,0.018626865086100175
5,0.06560625939050799,0.04321788599507394,0.06605854003572177,0.05558126829183118,0.08618659264908211,0.06462893440375769,0.04651017465308027,0.046249358928134844,0.0,0.017752552771344115
6,0.06760815211111039,0.04344891139081323,0.07000674588654845,0.05582036420350448,0.08651982478168065,0.06868544794162508,0.04953711889883664,0.04684728369039823,0.0,0.017454835220739515
7,0.0780259839973301,0.04371701350165228,0.0720604167394828,0.057300167207924003,0.08548492816368737,0.06862822085575832,0.049069132871132376,0.04692831637350318,0.0,0.01939722241705639
8,0.07818607133028357,0.04391676870438019,0.07252662851243347,0.05831969723173014,0.08846990242336504,0.07132003922789591,0.05046712266413347,0.04676289139632886,0.0,0.01971116622050098
9,0.08294462658667594,0.04442692993518652,0.07485861356093876,0.05874510573224361,0.08858035191022835,0.07157703440982977,0.05106849602316481,0.04685280585535272,0.0,0.019544106980216386
10,0.08281989892097336,0.04624619774932058,0.07561466776531872,0.05876903396530721,0.09107998448893977,0.07150945045614986,0.052883751357837426,0.046999435798388035,0.0,0.019106081207376436
11,0.08510982863760358,0.047818881692801685,0.07671466450496867,0.05911666153848154,0.08983965915931959,0.07130392054380386,0.05299474286295495,0.0458874599837469,0.0,0.01865956262219571
