,cd
M_0852_0191,0.0789689037752621
M_0191_0852,0.12173025530044992
M_0191_0038,0.11677680599355089
M_0038_0191,0.129482719100356
M_0037_0779_0039_U,0.0
M_0037_0038,0.019917632853348938
M_0821_0190,0.16202054606216917
M_0038_0037,0.05491867294701561
M_0821_0159,0.04328573938049066
M_0308_0011,0.055819633314367394
M_0011_0308,0.13139108452407317
M_0015_0159,0.07580729646709505
M_0039_0038,0.2090162008257231
M_0323_0032,0.013221240074909432
M_0032_0323,0.05744142713162333
M_0108_0478_0479,0.027812781908436893
