,N06421F
N06351L,0.01767753786005566
N06411H,0.03019821000264905
N06421A,0.0
N06421D,0.022492357987350237
N06421E,0.005535063758336752
N06421F,0.0
N06421G,0.012375535792338752
N06431Y,0.02863276791786153
N31111S,0.009469744757905943
N31111U,0.0
N31111W,0.005373598771361762
