,N06351L
N06351L,0.0
N06411H,0.07583631465094182
N06421A,0.0
N06421D,0.026583702213918935
N06421E,0.01754399850980856
N06421F,0.03150891268788137
N06421G,0.026391425407537125
N06431Y,0.03379675813428424
N31111S,0.018430750598303385
N31111U,0.0
N31111W,0.024050113831927202
