,N06431Y
N06351L,0.030751112161620967
N06411H,0.04136202668406191
N06421A,0.0
N06421D,0.05097410683593953
N06421E,0.01460768713102444
N06421F,0.045052965550571915
N06421G,0.0317612063781363
N06431Y,0.0
N31111S,0.01630051228897871
N31111U,0.0
N31111W,0.023256828869582174
