,N06411H
N06351L,0.005145244245209679
N06411H,0.0
N06421A,0.008919577943380982
N06421D,0.02401696373270979
N06421E,0.01661010342044987
N06421F,0.037139560894063006
N06421G,0.024790031003176168
N06431Y,0.02902110371302317
N31111S,0.013524346533677243
N31111U,0.008187237450141412
N31111W,0.020451436377309496
