,N31111W
N06351L,0.03522411049228986
N06411H,0.03230183532774469
N06421A,0.0041508958504766595
N06421D,0.009570419691462094
N06421E,0.0
N06421F,0.0242049965229265
N06421G,0.024730539008906777
N06431Y,0.028984412225262404
N31111S,0.03748972100245436
N31111U,0.017841378809796145
N31111W,0.0
