,N06421E
N06351L,0.03425721550344467
N06411H,0.03400003702484045
N06421A,0.0
N06421D,0.02007698851160402
N06421E,0.0
N06421F,0.01630558386715202
N06421G,0.03629949015905935
N06431Y,0.02768544225084197
N31111S,0.03736093974034615
N31111U,0.015136283365206477
N31111W,0.03199323254087544
