,N06421G
N06351L,0.05077996048938958
N06411H,0.05188862216454853
N06421A,0.009617837563649772
N06421D,0.016081331493825294
N06421E,0.017026534456128457
N06421F,0.03303837521586336
N06421G,0.0
N06431Y,0.023792875852989868
N31111S,0.025427680109542317
N31111U,0.016586370310185648
N31111W,0.01768796511243567
