,N06731X
N06691U,0.02706260566436914
N06731X,0.0
N06731Y,0.030189686619098946
N26151X,0.0
N29121G,0.055048364976294985
N29131B,0.05642540594623892
N29131C,0.03217033547163874
N29141A,0.04387542110065618
N29142H,0.04624619774932058
N29131F,0.05179252924952789
