,N06691U
N06691U,0.0
N06731X,0.01886449552017691
N06731Y,0.09674569930060958
N26151X,0.034284791417483335
N29121G,0.034887053428440444
N29131B,0.04565273193608897
N29131C,0.027793134892043218
N29141A,0.03076284089446351
N29142H,0.08281989892097336
N29131F,0.028552011567650557
