,N29141A
N06691U,0.02933961577442812
N06731X,0.039920902281049324
N06731Y,0.029781032686818015
N26151X,0.021344879788185934
N29121G,0.08549430647760604
N29131B,0.0620112928926382
N29131C,0.026899568409965442
N29141A,0.0
N29142H,0.046999435798388035
N29131F,0.009325764935118339
