,N26151X
N06691U,0.03997163481616405
N06731X,0.0
N06731Y,0.04516714089710699
N26151X,0.0
N29121G,0.07108717338086462
N29131B,0.0584666602281462
N29131C,0.04655141178121649
N29141A,0.04965776856893292
N29142H,0.05876903396530721
N29131F,0.024140241319994083
