,N06731X
N06691U,0.026450003247007456
N06731X,0.0
N06731Y,0.02920075955694956
N26151X,0.04573833501101953
N29121G,0.061711419853923276
N29131B,0.063505819034101
N29131C,0.040572249555306
N29141A,0.04684664355182881
N29142H,0.04695045868824117
N29131F,0.0366525534463576
