,N26151X
N06691U,0.02522481550169558
N06731X,0.03994459056483458
N06731Y,0.030757167318386826
N26151X,0.0
N29121G,0.048604865226805044
N29131B,0.0500772683639577
N29131C,0.038656637788191395
N29141A,0.044278968328954275
N29142H,0.05517076398511648
N29131F,0.015878324064022176
