,N29121G
N06691U,0.016398078957072952
N06731X,0.021929550864784788
N06731Y,0.023393123820960832
N26151X,0.004043339407236271
N29121G,0.0
N29131B,0.07866473021061883
N29131C,0.016767713217372575
N29141A,0.01263231125774856
N29142H,0.08021050079694685
N29131F,0.0
