,N06691U
N06691U,0.0
N06731X,0.007835723448515857
N06731Y,0.08594274938104991
N26151X,0.02477495016081755
N29121G,0.01766394080121701
N29131B,0.026284997092568235
N29131C,0.021475122394404998
N29141A,0.0207864654183765
N29142H,0.059109651932050346
N29131F,0.01546272369051832
