,cd
M_0852_0191,0.04563867464474161
M_0191_0852,0.01699095103840083
M_0191_0038,0.008570475629967779
M_0038_0191,0.04306571150843691
M_0037_0779_0039_U,0.0
M_0037_0038,0.05591800211710117
M_0821_0190,0.008249569816702221
M_0038_0037,0.054931554995785774
M_0821_0159,0.0447581330859664
M_0308_0011,0.02157649420398611
M_0011_0308,0.010355959583131924
M_0015_0159,0.031069701417163736
M_0039_0038,0.00798993839272642
M_0323_0032,0.00889206008658671
M_0032_0323,0.027431706267147502
M_0108_0478_0479,0.009962296456311555
