,cd
M_0038_0037,0.03069593480922344
M_0037_0038,0.08680735171774218
M_0037_0779_0039_U,0.0358232621830097
M_0191_0038,0.03303857252239789
M_0038_0191,0.05934375144710487
M_0039_0038,0.0663720913166246
M_0191_0852,0.03591920241958362
M_0852_0191,0.05280602344614365
M_0308_0011,0.034081281114856664
M_0011_0308,0.04513105306865534
M_0821_0190,0.04904356415670727
M_0323_0032,0.005711958843892403
M_0821_0159,0.06809735018045934
M_0032_0323,0.06255538361990674
M_0015_0159,0.046906045410617485
M_0108_0478_0479,0.0
