N06421F
40.0
43.0
46.0
41.0
45.0
48.0
49.0
46.0
46.0
49.0
48.0
51.0
46.0
46.0
48.0
43.0
46.0
49.0
43.0
43.0
46.0
46.0
49.0
46.0
48.0
53.0
54.0
49.0
57.0
46.0
53.0
45.0
49.0
48.0
48.0
53.0
45.0
45.0
43.0
46.9881956155143
48.0
54.0
43.0
49.0
53.0
48.9177993527508
46.0
46.0
51.0
52.8695652173913
53.4780927835052
53.0
49.4813278008299
49.1973094170404
59.0
51.0
48.0
45.0
45.0
54.0
45.0
54.0
45.0
54.0
51.0
41.0
48.0
53.0
59.0
45.0
48.0
43.0
48.0
46.0
48.0
48.0
49.0
43.0
40.0
45.0
56.0
49.0
49.0
46.0
51.0
49.0
54.0
46.0
46.0
48.0
49.0
49.0
49.0
50.9734513274336
41.0
56.0
53.0
45.0
45.0
51.0
48.0
46.0
46.0
48.0
41.0
49.0
46.0
53.0
53.0
56.0
41.0
41.0
48.0
45.0
53.0
49.0
51.0
45.0
49.0
49.0
49.0
49.0
46.0
46.0
51.0
48.0
46.0
49.0
49.0
46.0
41.0
51.0
48.0
46.0
49.0
46.0
59.0
46.0
48.0
49.0
45.0
49.0
45.0
46.0
46.0
48.0
45.0
46.0
45.0
45.0
46.0
46.0
46.0
53.0
43.0
45.0
48.0
49.0
53.0
46.0
43.0
38.0
43.0
48.0
41.0
45.0
46.0
46.0
43.0
45.0
46.0
41.0
41.0
43.2588261749494
40.0
43.0
51.0
43.0
45.0
41.0
41.0
43.0
45.0
41.0
45.0
43.0
48.0
45.0
40.0
41.0
43.0
46.0
45.0
41.0
45.0
41.0
43.0
38.0
46.0
43.0
41.0
41.0
41.0
38.0
38.0
45.0
43.0
40.0
46.0
41.0
46.0
41.0
40.0
45.0
38.0
41.0
41.0
41.0
43.0
35.0
43.0
41.0
38.0
41.0
38.0
35.0
37.0
38.0
30.0
38.0
46.0
38.0
43.0
43.0
41.0
41.0
45.0
45.0
43.0
41.0
41.0
40.0
49.0
48.0
45.0
41.0
43.0
41.0
38.0
45.0
41.0
40.0
41.0
40.0
41.0
41.0
45.0
49.0
41.0
41.0
45.0
46.0
46.0
41.0
45.0
49.0
41.0
43.0
45.0
46.0
45.0
41.0
49.0
48.0
46.0
45.0
46.0
43.0
49.0
43.0
46.0
46.0
48.0
49.0
46.0
45.0
43.0
38.0
43.0
43.0
49.0
46.0
46.0
46.0
48.0
46.0
48.0
41.0
45.0
45.0
41.0
38.0
41.0
43.0
45.0
43.0
45.0
45.0
45.0
49.0
51.0
41.0
49.0
46.0
53.0
51.0
46.0
48.0
56.0
48.0
45.0
46.0
51.0
51.0
49.0
53.0
43.0
51.0
49.0
49.0
54.0
49.0
49.0
52.0262467191601
51.0
48.4961240310078
46.0
46.9787234042553
46.6442307692308
50.9728233517866
53.0
53.0
54.0
53.0
56.0
49.0
46.0
51.0
46.0
49.0
48.0
48.0
48.0
45.0
41.0
43.0
45.0
49.0
41.0
49.0
51.0
48.0
54.0
45.0
51.0
45.0
41.0
46.0
45.0
48.0
54.0
56.0
49.0
46.0
53.0
49.0
49.0
45.0
48.0
48.0
48.0
48.0
54.0
49.0
48.0
46.0
53.0
51.0
48.0
54.0
48.0
49.0
54.0
51.0
46.0
49.0
59.0
46.0
46.0
46.0
46.0
51.0
51.0
51.0
51.0
46.0
48.0
57.0
56.0
48.0
46.0
51.0
41.0
53.0
41.0
43.0
48.0
53.0
45.0
51.0
51.0
48.0
48.0
38.0
46.0
49.0
41.0
45.0
48.0
48.0
49.0
49.0
43.0
48.0
49.0
48.0
57.0
40.0
43.0
41.0
45.0
46.0
46.0
45.0
48.0
43.0
49.0
43.0
46.0
46.0
43.0
45.0
43.0
45.0
45.0
45.0
45.0
46.0
45.0
43.0
38.0
48.0
49.0
33.0
43.0
43.0
45.0
43.0
48.0
46.0
46.0
40.0
40.4777070063694
40.0
37.0
43.0
45.0
48.0
48.0
45.0
43.0
41.0
43.0
45.0
38.0
45.0
43.0
37.0
40.0
41.0
43.0
45.0
43.0
41.0
46.0
45.0
