N06421G
30.0
30.0
35.0
32.0
32.0
43.0
28.0
35.0
33.0
32.0
32.0
37.0
32.0
35.0
33.0
35.0
43.0
33.0
28.0
25.0
24.0
30.0
38.0
46.0
30.0
35.0
30.0
30.0
33.0
53.0
33.0
33.0
24.0
43.0
80.0
80.0
35.0
32.0
40.0
33.8853503184713
35.0
33.0
41.0
80.0
32.0
35.9822222222222
46.0
46.0
80.0
35.7446808510638
30.0
30.0
37.5572519083969
38.9592760180996
80.0
53.0
35.0
35.0
41.0
37.0
27.0
80.0
80.0
35.0
80.0
80.0
27.0
41.0
27.0
30.0
80.0
30.0
32.0
41.0
80.0
0.0
80.0
80.0
80.0
35.0
80.0
80.0
80.0
30.0
35.0
80.0
35.0
30.0
0.0
80.0
35.0
35.0
35.0
80.0
80.0
20.0
30.0
25.0
80.0
27.0
80.0
25.0
24.0
27.0
32.0
80.0
24.0
32.0
35.0
19.0
27.0
27.0
35.0
30.0
32.0
30.0
25.0
35.0
27.0
24.0
32.0
41.0
27.0
27.0
28.0
22.0
32.0
30.0
33.0
28.0
27.0
30.0
32.0
28.0
37.0
24.0
35.0
27.0
30.0
32.0
28.0
33.0
28.0
28.0
33.0
28.0
33.0
27.0
35.0
30.0
30.0
30.0
24.0
38.0
33.0
25.0
30.0
32.0
27.0
27.0
30.0
35.0
32.0
25.0
25.0
27.0
30.0
33.0
32.0
32.0
27.0
27.0
33.0
29.7561436672968
33.0
30.0
27.0
30.0
30.0
28.0
27.0
28.0
28.0
30.0
27.0
27.0
28.0
32.0
32.0
28.0
33.0
30.0
35.0
28.0
27.0
28.0
30.0
32.0
35.0
27.0
27.0
27.0
28.0
24.0
24.0
24.0
32.0
32.0
27.0
30.0
32.0
32.0
27.0
28.0
30.0
27.0
30.0
35.0
24.0
32.0
28.0
32.0
27.0
33.0
30.0
30.0
27.0
27.0
27.0
27.0
32.0
27.0
33.0
28.0
33.0
28.0
35.0
30.0
32.0
30.0
28.0
33.0
43.0
30.0
33.0
28.0
32.0
28.0
30.0
32.0
25.0
27.0
27.0
28.0
30.0
30.0
32.0
33.0
27.0
27.0
25.0
37.0
35.0
37.0
30.0
35.0
33.0
32.0
30.0
30.0
27.0
32.0
35.0
35.0
27.0
33.0
33.0
28.0
32.0
32.0
33.0
27.0
35.0
32.0
28.0
33.0
30.0
35.0
25.0
32.0
35.0
30.0
35.0
35.0
32.0
32.0
28.0
30.0
28.0
27.0
28.0
28.0
30.0
32.0
37.0
35.0
38.0
30.0
37.0
35.0
32.0
37.0
46.0
28.0
33.0
33.0
38.0
32.0
37.0
33.0
30.0
35.0
30.0
43.0
41.0
33.0
32.0
32.0
37.0
37.0
33.0
25.0
25.0
36.1413043478261
35.0
35.0
35.0
39.0856031128405
31.1587982832618
33.0
33.0
33.6407766990291
37.0
41.0
37.0
32.0
80.0
80.0
38.0
25.0
41.0
41.0
35.0
30.0
35.0
35.0
43.0
38.0
53.0
48.0
80.0
30.0
41.0
41.0
80.0
32.0
37.0
30.0
30.0
80.0
30.0
30.0
80.0
32.0
32.0
80.0
80.0
80.0
45.0
45.0
45.0
46.4516129032258
80.0
27.0
37.0
35.0
80.0
35.0
0.0
80.0
80.0
32.0
41.0
33.0
41.0
74.0
80.0
24.0
80.0
80.0
30.0
30.0
80.0
35.0
30.0
32.0
80.0
17.0
37.0
80.0
80.0
35.0
80.0
28.0
33.0
27.0
24.0
37.0
27.0
27.0
37.0
30.0
27.0
38.0
32.0
33.0
38.0
33.0
32.0
28.0
27.0
28.0
32.0
38.0
28.0
33.0
32.0
38.0
28.0
35.0
25.0
30.0
28.0
32.0
20.0
33.0
28.0
27.0
32.0
41.0
35.0
24.0
33.0
30.0
28.0
33.0
30.0
32.0
32.0
28.0
30.0
32.0
32.0
28.0
27.0
33.0
20.0
30.0
28.0
32.0
33.0
33.0
32.4155844155844
24.0
25.0
30.0
32.0
32.0
33.0
37.0
32.0
27.0
28.0
30.0
32.0
33.0
30.0
32.0
30.0
32.0
33.0
27.0
32.0
30.0
35.0
28.0
30.0
32.0
32.0
30.0
27.0
33.0
28.0
25.0
27.0
24.0
35.0
32.0
28.0
28.0
25.0
30.0
27.0
32.0
33.0
27.0
35.0
32.0
30.0
25.0
30.0
32.0
30.0
27.0
30.0
33.0
33.0
35.0
32.0
33.0
30.0
30.0
45.0
28.0
27.0
32.0
28.0
30.0
30.0
30.0
38.0
33.0
41.0
37.0
37.0
33.0
30.0
32.0
30.0
33.0
32.0
35.0
41.0
32.0
30.0
33.0
37.0
32.0
38.0
35.0
33.0
35.0
33.0
37.0
22.0
24.0
41.0
40.0
32.0
35.0
33.0
25.0
28.0
33.0
32.0
22.0
41.0
30.0
32.0
53.0
53.0
53.0
32.0
32.0
32.0
33.1360946745562
35.0
35.0
35.0
35.0
32.3076923076923
30.0
30.0
30.0
30.0
30.0
30.0
36.8433179723502
41.0
41.0
39.8756855575868
36.605504587156
35.0
33.9393939393939
80.0
27.4258675078864
33.0
30.0
41.0
31.1320754716981
32.0
45.5172413793104
51.8284424379233
57.9505300353357
27.0
24.1791044776119
80.0
80.0
80.0
80.0
80.0
80.0
41.0
56.8316831683168
80.0
80.0
80.0
80.0
80.0
35.0
80.0
80.0
80.0
0.0
0.0
80.0
80.0
80.0
80.0
80.0
0.0
80.0
80.0
24.0
0.0
0.0
80.0
41.0
0.0
80.0
30.0
80.0
30.0
80.0
80.0
30.0
27.0
80.0
19.0
80.0
80.0
80.0
80.0
41.0
48.0
41.0
41.0
41.0
41.0
34.6478873239437
80.0
27.0
27.0
32.0
33.0
27.0
30.0
32.0
28.0
30.0
28.0
35.0
30.0
30.0
30.0
28.0
32.0
27.0
35.0
25.0
28.0
35.0
35.0
26.3498098859316
30.0
37.0
22.0
26.1904761904762
30.0
28.421052631579
28.421052631579
30.8074534161491
30.1286549707602
28.0
30.2022471910112
32.0
28.6044142614601
27.0
27.0
27.0
28.5093167701863
30.8074534161491
30.1286549707602
27.2715600256794
29.0816326530612
29.25
29.785100286533
25.0958286358512
28.0
27.106149957877
25.0
25.0
25.0
27.0
30.0
28.0
27.0
25.0
25.0
30.0
30.0
25.0
25.0
25.0
26.5957446808511
30.9454545454546
31.6685878962536
29.8723404255319
30.0487804878049
28.0
28.7928464977645
30.0
26.8211920529801
26.9716088328076
28.8917197452229
27.5087719298246
27.0
25.7700650759219
28.4745762711864
28.4883720930233
25.0
26.4913406029506
27.544567338972
27.5192307692308
26.4150943396226
26.1682242990654
29.1666666666667
29.0566037735849
28.0
30.7747839349263
27.0
27.0
27.0
27.5271767810026
27.0
27.3876404494382
25.0
26.8460217515741
28.0
23.9897698209719
28.0
28.0
28.0
29.7431059506531
27.0
27.5060639470783
28.0
28.7952987267385
30.0
27.4979508196721
28.0
27.4151436031332
30.0
16.9285714285714
12.0
25.5744
27.0
25.0
25.0
24.0511454448588
22.0
22.4615384615385
20.0
32.0
24.0
10.1818181818182
14.0
16.4705882352941
20.0
24.5533411488863
28.0
17.7391304347826
14.0
4.0
6.0
6.0
6.0
6.0
8.0
17.4183123877917
22.0
26.1490479317137
27.0
26.7376330619912
25.0
29.2881355932203
27.0
27.5827338129496
28.0
28.3677298311445
27.0
30.8529048207664
32.0
30.1764705882353
27.0
32.375
30.0
33.7842778793419
35.0
39.4634464751958
37.0
27.5655546935609
27.0
29.53125
35.0
34.906500445236
49.0
32.9651162790698
30.0
35.6422018348624
37.0
35.1691498685364
38.0
28.8575233022637
24.0
31.5
30.0
33.8753315649868
27.0
31.3417085427136
33.0
30.391959798995
28.0
32.2424242424242
28.0
32.9746192893401
35.0
35.8891454965358
37.0
39.1126090404441
37.0
32.4923076923077
32.0
35.0
35.0
30.0
30.0
26.7567567567568
30.0
26.88
28.0
31.0869565217391
33.0
35.1086261980831
33.0
28.7
14.0
35.0
35.0
35.7446808510638
80.0
80.0
80.0
80.0
80.0
