N31111W
37.0
28.0
27.0
27.0
28.0
28.0
27.0
27.0
27.0
30.0
25.0
25.0
28.0
30.0
30.0
30.0
27.0
30.0
27.0
28.0
30.0
30.0
25.0
30.0
30.0
28.0
28.0
30.0
30.0
27.0
20.0
30.0
24.0
25.0
24.0
28.0
27.0
30.0
32.0
30.1406727828746
28.0
33.0
80.0
35.0
28.0
26.6584766584767
25.0
25.0
25.0
24.0
27.0
25.5621301775148
28.421052631579
29.0131578947368
27.0
25.0
27.0
27.0
80.0
27.0
32.0
24.0
24.0
28.0
25.0
19.0
27.0
27.0
30.0
57.0
25.0
32.0
25.0
33.0
24.0
27.0
24.0
24.0
30.0
30.0
80.0
32.0
24.0
27.0
80.0
14.0
27.0
30.0
27.0
33.0
30.0
30.0
30.0
25.8796680497925
24.0
27.0
30.0
20.0
27.0
33.0
27.0
28.0
30.0
32.0
27.0
25.0
24.0
27.0
28.0
24.0
19.0
19.0
28.0
30.0
28.0
32.0
28.0
24.0
25.0
22.0
28.0
24.0
25.0
28.0
28.0
28.0
27.0
30.0
27.0
25.0
30.0
28.0
27.0
27.0
33.0
22.0
32.0
27.0
27.0
27.0
24.0
25.0
28.0
27.0
30.0
27.0
27.0
27.0
28.0
30.0
30.0
30.0
28.0
27.0
27.0
25.0
28.0
27.0
28.0
28.0
28.0
28.0
32.0
30.0
27.0
25.0
28.0
28.0
30.0
28.0
32.0
28.0
32.0
30.8750934928945
30.0
30.0
28.0
32.0
28.0
28.0
28.0
28.0
25.0
27.1356783919598
28.0
27.0
27.0
30.0
27.0
33.0
27.0
25.0
30.0
27.0
27.0
28.0
27.0
30.0
27.0
27.0
27.0
28.0
27.0
28.0
32.0
28.0
27.0
27.0
25.0
27.0
24.0
28.0
27.0
28.0
28.0
30.0
28.0
30.0
27.0
28.0
32.0
30.0
27.0
28.0
32.0
28.0
28.0
28.0
28.0
28.0
27.0
28.0
28.0
28.0
30.0
28.0
30.0
28.0
32.0
28.0
33.0
28.0
27.0
27.0
32.0
28.0
28.0
30.0
28.0
28.0
28.0
28.0
27.0
30.0
28.0
28.0
30.0
30.0
25.0
27.0
27.0
27.0
30.0
27.0
30.0
27.0
28.0
28.0
30.0
24.0
32.0
30.0
27.0
27.0
27.0
27.0
25.0
27.0
27.0
27.0
28.0
