,cd
M_0852_0191,0.03324440877394793
M_0191_0852,0.022431582925423143
M_0191_0038,0.02029319178215473
M_0038_0191,0.029187413040618497
M_0037_0779_0039_U,0.0
M_0037_0038,0.05204817838615154
M_0821_0190,0.017791664377596838
M_0038_0037,0.04468054723286729
M_0821_0159,0.043904678146848924
M_0308_0011,0.016642859108837303
M_0011_0308,0.01675226602821197
M_0015_0159,0.02586335724293979
M_0039_0038,0.017220631541950887
M_0323_0032,0.010330577357115093
M_0032_0323,0.03228235389620004
M_0108_0478_0479,0.01409609321700114
