,N31111S
N06351L,0.024166082861696383
N06411H,0.025155686347547404
N06421A,0.0
N06421D,0.014483510430070531
N06421E,0.04376887783899347
N06421F,0.017009669218216093
N06421G,0.02237075369331962
N06431Y,0.014860728633880011
N31111S,0.0
N31111U,0.0
N31111W,0.049864495121019765
