,N31111W
N06351L,0.030181945684734767
N06411H,0.02993270991661145
N06421A,0.0028898912368446514
N06421D,0.008446032583647404
N06421E,0.0
N06421F,0.020683021505730696
N06421G,0.02274718486712664
N06431Y,0.026749529785230448
N31111S,0.03566003586530033
N31111U,0.012015561664318398
N31111W,0.0
