,N06421F
N06351L,0.014468639509522528
N06411H,0.025500532722418756
N06421A,0.0
N06421D,0.022953956983701757
N06421E,0.0012154425975252005
N06421F,0.0
N06421G,0.007082630342483856
N06431Y,0.02373581986965392
N31111S,0.006213941047419772
N31111U,0.0
N31111W,0.0024553664046406036
