,N06421G
N06351L,0.04678266221383061
N06411H,0.04985897915368806
N06421A,0.008246581885757246
N06421D,0.013899557531336194
N06421E,0.017148306280166628
N06421F,0.02875628071170095
N06421G,0.0
N06431Y,0.018024029183843215
N31111S,0.027174568323861406
N31111U,0.012671175903607055
N31111W,0.017504322656735287
