,N06431Y
N06351L,0.02304618103852921
N06411H,0.03262476349462357
N06421A,0.0
N06421D,0.0463809100397593
N06421E,0.011057527573541462
N06421F,0.038443556030672246
N06421G,0.029043807835686344
N06431Y,0.0
N31111S,0.007934081965976864
N31111U,0.0
N31111W,0.01730215189585597
