,N06421D
N06351L,0.015852675999510735
N06411H,0.02385463142835367
N06421A,0.004244903925228436
N06421D,0.0
N06421E,0.0
N06421F,0.03897857665716356
N06421G,0.011353152009287834
N06431Y,0.030865840017973312
N31111S,0.0
N31111U,0.004622765350104814
N31111W,0.008434799844996182
