,N06351L
N06351L,0.0
N06411H,0.07491621711408765
N06421A,0.0
N06421D,0.021767013798729296
N06421E,0.01374850765862085
N06421F,0.02483188602184229
N06421G,0.017412884624545235
N06431Y,0.03167695721266575
N31111S,0.01033443093955657
N31111U,0.0
N31111W,0.019171648056450323
