,cd
M_0852_0191,0.01803013044150808
M_0191_0852,0.05588456754906124
M_0191_0038,0.01457353725119771
M_0038_0191,0.0238959789580628
M_0037_0779_0039_U,0.0
M_0037_0038,0.011078852796297067
M_0821_0190,0.03180326755627806
M_0038_0037,0.01429291133948147
M_0821_0159,0.017705299240402556
M_0308_0011,0.006171952216425783
M_0011_0308,0.02516280772253308
M_0015_0159,0.020496121962940678
M_0039_0038,0.03976459120010343
M_0323_0032,0.005851928605706508
M_0032_0323,0.026578232965927238
M_0108_0478_0479,0.006174898641407275
