,cd
M_0038_0037,0.010782077940883428
M_0037_0038,0.008028412303700277
M_0037_0779_0039_U,0.020381397625068767
M_0191_0038,0.013042184591760137
M_0038_0191,0.031211149039294502
M_0039_0038,0.026238127397337687
M_0191_0852,0.02622888979682022
M_0852_0191,0.011181633972618791
M_0308_0011,0.012735644713681708
M_0011_0308,0.036715683842747295
M_0821_0190,0.023474833904408923
M_0323_0032,0.003502488154799613
M_0821_0159,0.010923873945634396
M_0032_0323,0.019362237561206235
M_0015_0159,0.0106477818776244
M_0108_0478_0479,0.0
