,cd
M_0852_0191,0.04119310651265215
M_0191_0852,0.027836868428534958
M_0191_0038,0.02351754578168297
M_0038_0191,0.029616688876706557
M_0037_0779_0039_U,0.0
M_0037_0038,0.05265639898544193
M_0821_0190,0.022123094327099357
M_0038_0037,0.046711663391464854
M_0821_0159,0.045798558485061994
M_0308_0011,0.01857976606079316
M_0011_0308,0.019263124784028248
M_0015_0159,0.026033628803058127
M_0039_0038,0.021464990771347045
M_0323_0032,0.010388168966097282
M_0032_0323,0.032286678965878314
M_0108_0478_0479,0.015146506042089253
