,cd
M_0308_0011,0.017131593095923867
M_0011_0308,0.0
M_0191_0852,0.06693996443955122
M_0852_0191,0.05389231387176775
M_0191_0038,0.06595776219971189
M_0038_0191,0.04485630322486373
M_0037_0038,0.07496260840487193
M_0037_0779_0039_U,0.04932385913219405
M_0038_0037,0.03027133178466258
M_0821_0190,0.05389700289740365
M_0821_0159,0.07337155187907536
M_0015_0159,0.04460139748737807
M_0039_0038,0.07902661137852886
M_0323_0032,0.010585934689849823
M_0032_0323,0.050834609451520005
M_0108_0478_0479,0.051005552560186344
