,cd
M_0821_0159,0.07411989387324379
M_0821_0190,0.02636500859823952
M_0015_0159,0.03121416126385126
M_0852_0191,0.0
M_0191_0852,0.04300717894265661
M_0191_0038,0.02478807658009605
M_0038_0191,0.0704983066815795
M_0011_0308,0.01128029819147749
M_0308_0011,0.027910688852837696
M_0037_0779_0039_U,0.055252293642148266
M_0037_0038,0.06981795831273453
M_0038_0037,0.03624667271656645
M_0039_0038,0.01776170277451296
M_0323_0032,0.006691221317564168
M_0032_0323,0.023379429600039532
M_0108_0478_0479,0.02935117085875265
