,cd
M_0108_0478_0479,0.016517610366802684
M_0308_0011,0.015408158725214114
M_0011_0308,0.01765197585902568
M_0323_0032,0.0077514674609089305
M_0032_0323,0.029911117278808203
M_0039_0038,0.02860556548980756
M_0191_0852,0.03791377679773462
M_0852_0191,0.04316092513475011
M_0015_0159,0.0
M_0038_0037,0.04042871285600225
M_0037_0038,0.06553611927038255
M_0037_0779_0039_U,0.05729082158480628
M_0191_0038,0.02789748719307373
M_0821_0159,0.058318880598631724
M_0038_0191,0.06738436740273843
M_0821_0190,0.029961987539948814
